,Content type:,European public assessment reports (EPARs),Output generated at:,"Thu, 11/05/2023 - 18:46",Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
29,Human,Deferasirox Accord,Iron Overload;  beta-Thalassemia,deferasirox,deferasirox,EMEA/H/C/005156,no,Authorised,V03AC03,no,yes,no,no,no,no,no,2020-01-09 01:00:00,,Accord Healthcare S.L.U.,"All other therapeutic products, Iron chelating agents",,,2023-04-04 00:00:00,4,"Deferasirox Accord is indicated for the treatment of chronic iron overload due to frequent blood transfusions (≥7 ml/kg/month of packed red blood cells) in patients with beta thalassaemia major aged 6 years and older.Deferasirox Accord is also indicated for the treatment of chronic iron overload due to blood transfusions when deferoxamine therapy is contraindicated or inadequate in the following patient groups:in paediatric patients with beta thalassaemia major with iron overload due to frequent blood transfusions (≥7 ml/kg/month of packed red blood cells) aged 2 to 5 years,in adult and paediatric patients with beta thalassaemia major with iron overload due to infrequent blood transfusions (",,,2020-03-04 16:00:00,2023-05-08 11:48:00,https://www.ema.europa.eu/en/medicines/human/EPAR/deferasirox-accord
30,Human,Padcev,"Carcinoma, Transitional Cell;  Urologic Neoplasms",enfortumab vedotin,Enfortumab vedotin,EMEA/H/C/005392,no,Authorised,L01FX13,yes,no,no,no,no,no,no,2022-04-13 00:00:00,,Astellas Pharma Europe B.V.,Antineoplastic agents,,2022-02-24 01:00:00,2023-04-26 00:00:00,1,Padcev as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic urothelial cancer who have previously received a platinum-containing chemotherapy and a programmed death receptor 1 or programmed death ligand 1 inhibitor.,,,2022-05-05 17:20:00,2023-05-08 10:42:00,https://www.ema.europa.eu/en/medicines/human/EPAR/padcev
31,Human,Nordimet,"Arthritis, Psoriatic;  Psoriasis;  Arthritis, Juvenile Rheumatoid;  Arthritis, Rheumatoid",methotrexate,Methotrexate,EMEA/H/C/003983,no,Authorised,L04AX03,no,no,no,no,no,no,no,2016-08-18 00:00:00,,Nordic Group B.V.,Antineoplastic agents,,2016-06-23 00:00:00,2023-03-30 00:00:00,19,"Nordimet is indicated for the treatment of:active rheumatoid arthritis in adult patients,polyarthritic forms of severe, active juvenile idiopathic arthritis (JIA), when the response to nonsteroidal anti-inflammatory drugs (NSAIDs) has been inadequate,severe recalcitrant disabling psoriasis, which is not adequately responsive to other forms of therapy such as phototherapy, psoralens and ultraviolet A (PUVA), and retinoids, and severe psoriatic arthritis in adult patients,induction of remission in moderate steroid-dependent Crohn's disease in adult patients, in combination with corticosteroids and for maintenance of remission, as monotherapy, in patients who have responded to methotrexate.",,,2018-05-16 12:14:00,2023-05-08 10:36:00,https://www.ema.europa.eu/en/medicines/human/EPAR/nordimet
32,Human,Blincyto,Precursor Cell Lymphoblastic Leukemia-Lymphoma,blinatumomab,blinatumomab,EMEA/H/C/003731,no,Authorised,L01FX07,yes,no,no,no,no,no,yes,2015-11-23 01:00:00,,Amgen Europe B.V.,Antineoplastic agents,,2015-09-24 00:00:00,2023-03-09 01:00:00,17,BLINCYTO is indicated as monotherapy for the treatment of adults with CD19 positive relapsed or refractory B precursor acute lymphoblastic leukaemia (ALL). Patients with Philadelphia chromosome positive B-precursor ALL should have failed treatment with at least 2 tyrosine kinase inhibitors (TKIs) and have no alternative treatment options.BLINCYTO is indicated as monotherapy for the treatment of adults with Philadelphia chromosome negative CD19 positive B-precursor ALL in first or second complete remission with minimal residual disease (MRD) greater than or equal to 0.1%.BLINCYTO is indicated as monotherapy for the treatment of paediatric patients aged 1 year or older with Philadelphia chromosome negative CD19 positive B precursor ALL which is refractory or in relapse after receiving at least two prior therapies or in relapse after receiving prior allogeneic haematopoietic stem cell transplantation.BLINCYTO is indicated as monotherapy for the treatment of paediatric patients aged 1 year or older with high-risk first relapsed Philadelphia chromosome negative CD19 positive B-precursor ALL as part of the consolidation therapy (see section 4.2).,,,2018-06-18 17:26:00,2023-05-08 09:40:00,https://www.ema.europa.eu/en/medicines/human/EPAR/blincyto
33,Human,Lojuxta,Hypercholesterolemia,lomitapide,Lomitapide,EMEA/H/C/002578,no,Authorised,C10AX12,yes,no,no,no,yes,no,no,2013-07-31 00:00:00,,Amryt Pharmaceuticals DAC,Lipid modifying agents,,2013-05-30 00:00:00,2023-05-05 00:00:00,16,"Lojuxta is indicated as an adjunct to a low‑fat diet and other lipid‑lowering medicinal products with or without low-density-lipoprotein (LDL) apheresis in adult patients with homozygous familial hypercholesterolaemia (HoFH).Genetic confirmation of HoFH should be obtained whenever possible. Other forms of primary hyperlipoproteinaemia and secondary causes of hypercholesterolaemia (e.g. nephrotic syndrome, hypothyroidism) must be excluded.",,,2018-08-27 00:00:00,2023-05-08 09:14:00,https://www.ema.europa.eu/en/medicines/human/EPAR/lojuxta
34,Human,Zolsketil pegylated liposomal,"Ovarian Neoplasms;  Sarcoma, Kaposi;  Multiple Myeloma",doxorubicin,"doxorubicin hydrochloride, liposomal",EMEA/H/C/005320,no,Authorised,L01DB01,no,no,no,no,no,no,no,2022-05-31 00:00:00,,Accord Healthcare S.L.U.,doxorubicin,,2022-03-24 01:00:00,2023-04-28 00:00:00,1,"Zolsketil pegylated liposomal is a medicine used to treat the following types of cancer in adults:• breast cancer that has spread to other parts of the body in patients at risk of heart problems. Zolsketil pegylated liposomal is used on its own for this disease;• advanced ovarian cancer in women whose previous treatment including a platinum-based cancer medicine has stopped working;• multiple myeloma (a cancer of the white blood cells in the bone marrow), in patients with progressive disease who have received at least one other treatment in the past and have already had, or are unsuitable for, a bone marrow transplantation. Zolsketil pegylated liposomal is used in combination with bortezomib (another cancer medicine);• Kaposi’s sarcoma in patients with AIDS who have a very damaged immune system. Kaposi’s sarcoma is a cancer that causes abnormal tissue to grow under the skin, on moist body surfaces or on internal organs.Zolsketil pegylated liposomal contains the active substance doxorubicin and is a ‘hybrid medicine’. This means that it is similar to a ‘reference medicine’ containing the same active substance called Adriamycin. However, in Zolsketil pegylated liposomal the active substance is enclosed in tiny fatty spheres called liposomes, whereas this is not the case for Adriamycin.",,,2022-06-20 17:57:00,2023-05-04 14:37:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zolsketil-pegylated-liposomal
35,Human,Idelvion,Hemophilia B,albutrepenonacog alfa,albutrepenonacog alfa,EMEA/H/C/003955,no,Authorised,B02BD04,no,no,no,no,no,no,yes,2016-05-11 00:00:00,,CSL Behring GmbH,Antihemorrhagics,,2016-02-25 01:00:00,2023-02-23 01:00:00,11,Treatment and prophylaxis of bleeding in patients with haemophilia B (congenital factor IX deficiency).,,,2017-12-21 13:01:00,2023-05-04 12:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/idelvion
36,Human,Lynparza,Ovarian Neoplasms,olaparib,Olaparib,EMEA/H/C/003726,no,Authorised,L01XK01,no,no,no,no,no,no,no,2014-12-16 01:00:00,,AstraZeneca AB,Antineoplastic agents,,,2023-03-30 00:00:00,21,"Ovarian cancerLynparza is indicated as monotherapy for the:maintenance treatment of adult patients with advanced (FIGO stages III and IV) BRCA1/2-mutated (germline and/or somatic) high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer who are in response (complete or partial) following completion of first-line platinum-based chemotherapy.maintenance treatment of adult patients with platinum sensitive relapsed high grade epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in response (complete or partial) to platinum based chemotherapy.Lynparza in combination with bevacizumab is indicated for the:maintenance treatment of adult patients with advanced (FIGO stages III and IV) high-grade epithelial ovarian, fallopian tube or primary peritoneal cancer who are in response (complete or partial) following completion of first-line platinum-based chemotherapy in combination with bevacizumab and whose cancer is associated with homologous recombination deficiency (HRD) positive status defined by either a BRCA1/2 mutation and/or genomic instability (see section 5.1).Breast cancerLynparza is indicated as:monotherapy or in combination with endocrine therapy for the adjuvant treatment of adult patients with germline BRCA1/2-mutations who have HER2-negative, high risk early breast cancer previously treated with neoadjuvant or adjuvant chemotherapy (see sections 4.2 and 5.1).monotherapy for the treatment of adult patients with germline BRCA1/2-mutations, who have HER2 negative locally advanced or metastatic breast cancer. Patients should have previously been treated with an anthracycline and a taxane in the (neo)adjuvant or metastatic setting unless patients were not suitable for these treatments (see section 5.1). Patients with hormone receptor (HR)-positive breast cancer should also have progressed on or after prior endocrine therapy, or be considered unsuitable for endocrine therapy.Adenocarcinoma of the pancreasLynparza is indicated as:monotherapy for the maintenance treatment of adult patients with germline BRCA1/2-mutations who have metastatic adenocarcinoma of the pancreas and have not progressed after a minimum of 16 weeks of platinum treatment within a first-line chemotherapy regimen.Prostate cancerLynparza is indicated as:monotherapy for the treatment of adult patients with metastatic castration-resistant prostate cancer (mCRPC) and BRCA1/2-mutations (germline and/or somatic) who have progressed following prior therapy that included a new hormonal agent.in combination with abiraterone and prednisone or prednisolone for the treatment of adult patients with mCRPC in whom chemotherapy is not clinically indicated (see section 5.1).",,,2018-05-08 11:57:00,2023-05-04 12:25:00,https://www.ema.europa.eu/en/medicines/human/EPAR/lynparza
37,Human,Pioglitazone Teva,"Diabetes Mellitus, Type 2",pioglitazone,pioglitazone hydrochloride,EMEA/H/C/002297,no,Withdrawn,A10BG03,no,yes,no,no,no,no,no,2012-03-26 00:00:00,,Teva B.V.,Alimentary tract and metabolism,,2012-01-19 01:00:00,2021-11-04 01:00:00,12,"Pioglitazone is indicated in the treatment of type 2 diabetes mellitus:as monotherapy- in adult patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intoleranceas dual oral therapy in combination with- metformin, in adult patients (particularly overweight patients) with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin- a sulphonylurea, only in adult patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylureaas triple oral therapy in combination with- metformin and a sulphonylurea, in adult patients (particularly overweight patients) with insufficient glycaemic control despite dual oral therapy.Pioglitazone is also indicated for combination with insulin in type 2 diabetes mellitus adult patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance.After initiation of therapy with pioglitazone, patients should be reviewed after 3 to 6 months to assess adequacy of response to treatment (e.g. reduction in HbA1c). In patients who fail to show an adequate response, pioglitazone should be discontinued. In light of potential risks with prolonged therapy, prescribers should confirm at subsequent routine reviews that the benefit of pioglitazone is maintained.",,,2017-12-11 15:43:00,2023-05-04 12:21:00,https://www.ema.europa.eu/en/medicines/human/EPAR/pioglitazone-teva
38,Human,Luxturna,Leber Congenital Amaurosis;  Retinitis Pigmentosa,voretigene neparvovec,voretigene neparvovec,EMEA/H/C/004451,no,Authorised,Not yet assigned,yes,no,no,no,no,no,yes,2018-11-22 01:00:00,,Novartis Europharm Limited ,Not yet assigned,,2018-09-20 00:00:00,2023-04-26 00:00:00,6,Luxturna is indicated for the treatment of adult and paediatric patients with vision loss due to inherited retinal dystrophy caused by confirmed biallelic RPE65 mutations and who have sufficient viable retinal cells.,,,2018-09-21 14:01:00,2023-05-04 11:50:00,https://www.ema.europa.eu/en/medicines/human/EPAR/luxturna
39,Human,NeuroBloc,Torticollis,botulinum toxin type B,botulinum toxin type B,EMEA/H/C/000301,no,Withdrawn,M03AX01,no,no,no,no,no,no,no,2001-01-22 01:00:00,,Sloan Pharma S.a.r.l,Muscle relaxants,,2000-10-19 00:00:00,2021-03-04 01:00:00,33,NeuroBloc is indicated for the treatment of cervical dystonia (torticollis).See section 5.1 for data on efficacy in patients responsive / resistant to botulinum toxin type A.,,,2018-04-23 02:00:00,2023-05-04 11:46:00,https://www.ema.europa.eu/en/medicines/human/EPAR/neurobloc
40,Human,Paxlovid,COVID-19 virus infection,"nirmatrelvir, ritonavir","nirmatrelvir, ritonavir",EMEA/H/C/005973,no,Authorised,J05AE30,no,no,no,no,no,no,no,2022-01-28 01:00:00,,Pfizer Europe MA EEIG,,,2022-01-27 01:00:00,2023-04-26 00:00:00,11,Paxlovid is indicated for the treatment of coronavirus disease 2019 (COVID-19) in adults who do not require supplemental oxygen and who are at increased risk for progressing to severe COVID 19.,,,2022-01-28 15:15:00,2023-05-03 17:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/paxlovid
41,Human,Calquence,"Leukemia, Lymphocytic, Chronic, B-Cell",acalabrutinib,Acalabrutinib,EMEA/H/C/005299,no,Authorised,L01EL02,yes,no,no,no,no,no,no,2020-11-05 01:00:00,,AstraZeneca AB,"Antineoplastic agents, protein kinase inhibitors, ",,2020-11-05 01:00:00,2023-05-03 00:00:00,5,Calquence as monotherapy or in combination with obinutuzumab is indicated for the treatment of adult patients with previously untreated chronic lymphocytic leukaemia (CLL).Calquence as monotherapy is indicated for the treatment of adult patients with chronic lymphocytic leukaemia (CLL) who have received at least one prior therapy.,,,2020-11-11 18:44:00,2023-05-03 16:32:00,https://www.ema.europa.eu/en/medicines/human/EPAR/calquence
42,Human,Rybelsus,"Diabetes Mellitus, Type 2",semaglutide,semaglutide,EMEA/H/C/004953,no,Authorised,A10BJ06,yes,no,no,no,no,no,no,2020-04-03 00:00:00,,Novo Nordisk A/S,Drugs used in diabetes,,2020-01-30 01:00:00,2023-04-04 00:00:00,5,"Rybelsus is indicated for the treatment of adults with insufficiently controlled type 2 diabetes mellitus to improve glycaemic control as an adjunct to diet and exerciseas monotherapy when metformin is considered inappropriate due to intolerance or contraindicationsin combination with other medicinal products for the treatment of diabetes.For study results with respect to combinations, effects on glycaemic control and cardiovascular events, and the populations studied, see sections 4.4, 4.5 and 5.1.",,,2020-05-27 11:50:00,2023-05-03 15:24:00,https://www.ema.europa.eu/en/medicines/human/EPAR/rybelsus
43,Human,Ozempic,Diabetes Mellitus,semaglutide,semaglutide,EMEA/H/C/004174,no,Authorised,A10BJ06,yes,no,no,no,no,no,no,2018-02-08 01:00:00,,Novo Nordisk A/S,Drugs used in diabetes,,2017-11-09 01:00:00,2023-03-31 00:00:00,10,"Treatment of adults with insufficiently controlled type 2 diabetes mellitus as an adjunct to diet and exercise:as monotherapy when metformin is considered inappropriate due to intolerance or contraindications;in addition to other medicinal products for the treatment of diabetes.For study results with respect to combinations, effects on glycaemic control and cardiovascular events, and the populations studied, see sections 4.4, 4.5 and 5.1.",,,2018-05-31 14:13:00,2023-05-03 14:21:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ozempic
44,Human,Xenpozyme,Acid sphingomyelinase deficiency (ASMD) type A/B or type B,olipudase alfa,Olipudase alfa,EMEA/H/C/004850,no,Authorised,A16AB25,yes,no,no,no,no,no,yes,2022-06-24 00:00:00,,Sanofi B.V.,"Other alimentary tract and metabolism products, ",,2022-05-19 00:00:00,2023-04-21 00:00:00,1,Xenpozyme is indicated as an enzyme replacement therapy for the treatment of non-Central Nervous System (CNS) manifestations of Acid Sphingomyelinase Deficiency (ASMD) in paediatric and adult patients with type A/B or type B.,,,2022-05-20 18:02:00,2023-05-03 14:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/xenpozyme
45,Human,Tegsedi,Amyloidosis,inotersen,inotersen sodium,EMEA/H/C/004782,no,Authorised,N07,no,no,no,no,no,yes,yes,2018-07-06 00:00:00,,Akcea Therapeutics Ireland Limited,Other nervous system drugs,,2018-05-30 00:00:00,2023-04-19 00:00:00,14,Treatment of stage 1 or Stage 2 polyneuropathy in adult patients with hereditary transthyretin amyloidosis (hATTR).,,,2018-07-06 12:20:00,2023-05-02 17:34:00,https://www.ema.europa.eu/en/medicines/human/EPAR/tegsedi
46,Human,Ocaliva,"Liver Cirrhosis, Biliary",obeticholic acid,Obeticholic acid,EMEA/H/C/004093,no,Authorised,A05AA04,yes,no,no,yes,no,no,yes,2016-12-12 01:00:00,,ADVANZ PHARMA Limited,Bile and liver therapy,,2016-10-13 00:00:00,2023-03-16 01:00:00,16,Ocaliva is indicated for the treatment of primary biliary cholangitis (also known as primary biliary cirrhosis) in combination with ursodeoxycholic acid (UDCA) in adults with an inadequate response to UDCA or as monotherapy in adults unable to tolerate UDCA.,,,2018-03-21 13:00:00,2023-05-02 17:15:00,https://www.ema.europa.eu/en/medicines/human/EPAR/ocaliva
47,Human,Zynlonta ,"Lymphoma, Large B-Cell, Diffuse;  Lymphoma, B-Cell",loncastuximab tesirine,loncastuximab tesirine,EMEA/H/C/005685,no,Authorised,L01FX22,yes,no,no,yes,no,no,no,2022-12-20 01:00:00,,Swedish Orphan Biovitrum AB,Antineoplastic agents,,2022-09-15 00:00:00,2023-04-28 00:00:00,2,"Zynlonta as monotherapy is indicated for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma (DLBCL) and high-grade B-cell lymphoma (HGBL), after two or more lines of systemic therapy.",,,2022-09-14 16:37:00,2023-05-02 16:43:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zynlonta
48,Human,Fingolimod Mylan,"Multiple Sclerosis, Relapsing-Remitting",fingolimod,fingolimod hydrochloride ,EMEA/H/C/005661,no,Authorised,L04AA27,no,yes,no,no,no,no,no,2021-08-18 00:00:00,,Mylan Ireland Limited,Immunosuppressants,,2020-06-25 00:00:00,2023-04-28 00:00:00,4,"Indicated as single disease modifying therapy in highly active relapsing remitting multiple sclerosis for the following groups of adult and paediatric patients aged 10 years and older:Patients with highly active disease despite a full and adequate course of treatment with at least one disease modifying therapy (for exceptions and information about washout periods see sections 4.4 and 5.1)orPatients with rapidly evolving severe relapsing remitting multiple sclerosis defined by 2 or more disabling relapses in one year, and with 1 or more Gadolinium enhancing lesions on brain MRI or a significant increase in T2 lesion load as compared to a previous recent MRI.",,,2021-08-31 16:03:00,2023-05-02 16:23:00,https://www.ema.europa.eu/en/medicines/human/EPAR/fingolimod-mylan
49,Human,Infanrix Hexa,"Hepatitis B;  Tetanus;  Immunization;  Meningitis, Haemophilus;  Whooping Cough;  Poliomyelitis;  Diphtheria","diphtheria (D), tetanus (T), pertussis (acellular, component) (Pa), hepatitis B (rDNA) (HBV), poliomyelitis (inactivated) (IPV) and Haemophilus influenzae type-b (Hib) conjugate vaccine (adsorbed)","Diphtheria toxoid, tetanus toxoid, Bordetella pertussis antigens (pertussis toxoid, filamentous haemagglutinin, pertactin), hepatitis B surface antigen, poliovirus (inactivated) (type-1 (Mahoney strain), type-2 (MEF-1 strain), type-3 (Saukett strain)), Haemophilus influenzae type b polysaccharide",EMEA/H/C/000296,no,Authorised,J07CA09,no,no,no,no,no,no,no,2000-10-23 00:00:00,,GlaxoSmithKline Biologicals S.A.,"Vaccines, ",,2000-06-29 00:00:00,2023-04-28 00:00:00,45,"Infanrix Hexa is indicated for primary and booster vaccination of infants against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and disease caused by Haemophilus influenzae type-b.",,,2018-04-12 00:00:00,2023-05-02 16:16:00,https://www.ema.europa.eu/en/medicines/human/EPAR/infanrix-hexa
50,Human,Inbrija,Parkinson Disease,levodopa,levodopa,EMEA/H/C/004786,no,Authorised,N04BA01,no,no,no,no,no,no,no,2019-09-19 00:00:00,,Acorda Therapeutics Ireland Limited,Anti-Parkinson drugs,,2019-07-25 00:00:00,2023-04-28 00:00:00,5,Inbrija is indicated for the intermittent treatment of episodic motor fluctuations (OFF episodes) in adult patients with Parkinson’s disease (PD) treated with a levodopa/dopa-decarboxylase inhibitor.,,,2019-09-30 15:20:00,2023-05-02 16:10:00,https://www.ema.europa.eu/en/medicines/human/EPAR/inbrija
51,Human,Yselty,Leiomyoma,linzagolix choline,linzagolix choline,EMEA/H/C/005442,no,Authorised,H01CC04,yes,no,no,no,no,no,no,2022-06-14 00:00:00,,Theramex Ireland Limited,Pituitary and hypothalamic hormones and analogues,,2021-12-16 01:00:00,2023-04-28 00:00:00,3,Yselty is indicated for the treatment of moderate to severe symptoms of uterine fibroids in adult women of reproductive age.,,,2021-12-14 15:08:00,2023-05-02 15:00:00,https://www.ema.europa.eu/en/medicines/human/EPAR/yselty
52,Human,Imfinzi,"Carcinoma, Non-Small-Cell Lung",durvalumab,durvalumab,EMEA/H/C/004771,no,Authorised,L01XC28,yes,no,no,no,no,no,no,2018-09-21 00:00:00,,AstraZeneca AB,Antineoplastic agents,,2018-07-26 00:00:00,2023-01-30 01:00:00,16,"Non-Small Cell Lung Cancer (NSCLC)IMFINZI as monotherapy is indicated for the treatment of locally advanced, unresectable non small cell lung cancer (NSCLC) in adults whose tumours express PD-L1 on ≥ 1% of tumour cells and whose disease has not progressed following platinum based chemoradiation therapy (see section 5.1).IMFINZI in combination with tremelimumab and platinum-based chemotherapy is indicated for the first-line treatment of adults with metastatic NSCLC with no sensitising EGFR mutations or ALK positive mutations.Small Cell Lung Cancer (SCLC)IMFINZI in combination with etoposide and either carboplatin or cisplatin is indicated for the first-line treatment of adults with extensive-stage small cell lung cancer (ES-SCLC).Biliary Tract Cancer (BTC)IMFINZI in combination with gemcitabine and cisplatin is indicated for the first line treatment of adults with unresectable or metastatic biliary tract cancer (BTC).Hepatocellular Carcinoma (HCC)IMFINZI in combination with tremelimumab is indicated for the first line treatment of adults with advanced or unresectable hepatocellular carcinoma (HCC).",,,2018-10-30 16:30:00,2023-05-02 01:03:00,https://www.ema.europa.eu/en/medicines/human/EPAR/imfinzi
53,Human,Zejula,Fallopian Tube Neoplasms;  Peritoneal Neoplasms;  Ovarian Neoplasms,niraparib,Niraparib (tosilate monohydrate),EMEA/H/C/004249,no,Authorised,L01XK02,yes,no,no,no,no,no,yes,2017-11-16 01:00:00,,GlaxoSmithKline (Ireland) Limited,Antineoplastic agents,,2017-09-14 00:00:00,2023-04-14 00:00:00,20,"Zejula is indicated:as monotherapy for the maintenance treatment of adult patients with advanced epithelial (FIGO Stages III and IV) high-grade ovarian, fallopian tube or primary peritoneal cancer who are in response (complete or partial) following completion of first-line platinum-based chemotherapy.as monotherapy for the maintenance treatment of adult patients with platinum sensitive relapsed high grade serous epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in response (complete or partial) to platinum based chemotherapy.",,,2017-12-19 17:47:00,2023-04-28 17:35:00,https://www.ema.europa.eu/en/medicines/human/EPAR/zejula
